9904013324	431
9904013323	419
9904013222	309
1000736038	302
9904013376	138
1000769172	123
9904013027	116
1000767819	113
1000783957	103
9904013126	94
9904013336	92
1000773357	91
4010000072	88
1000794792	82
1000773313	77
1000793900	63
1000793899	63
1000771765	60
9904013072	56
1000761291	53
1000793898	50
9904013214	48
9904013347	47
1000762685	46
9904013343	40
1000800552	37
9904013330	36
1000765251	35
1000765851	35
1000795678	35
1000799250	35
1000800551	34
9904012901	34
9904013213	32
1000730686	31
9904013207	31
1000773278	30
9904013206	30
9904013170	29
9904013186	27
9904013127	26
9904013190	26
9904013353	25
9904013191	25
1000793901	25
1000807475	24
4010001072	24
9904013364	23
9904013029	23
1000759549	23
1000795134	21
1000771794	21
1000738697	20
1000795135	20
9904013135	20
9904013136	20
1000758813	19
9904012551	19
9904013148	19
1000455370	19
9904013348	19
1000751954	18
1000783958	18
1000740597	18
1000740601	18
9904013350	18
9904013337	17
1000807476	17
9904013089	17
9904013338	17
9904013344	15
1000772434	15
9904013363	15
1000775197	14
9904013349	14
1000772364	14
1000455371	14
1000738698	14
9904013132	13
4010004072	13
1000765253	13
1000767984	13
1000767985	13
1000455369	12
1000715525	12
1000803825	12
9904013032	12
1000727644	12
1000792439	12
1000795149	12
9904012967	12
1030134143	12
9904013033	12
9904013137	11
9904013335	11
1000750018	11
9904013332	10
1000788501	10
9904013070	10
1000759544	10
1000765854	10
1000794701	10
1000758525	9
9904013250	9
1000759541	9
1000772435	9
9904013352	9
9904013328	9
1000788500	9
1000804387	9
9904013212	9
1000736191	9
1000771713	8
1000796364	8
9904013386	8
1000727524	8
1000775201	8
9904013366	8
1000769371	8
1000455399	7
1000755869	7
1000745688	7
1000775195	7
1000738699	7
1000745704	7
1000764840	7
1000775199	7
9904013346	7
1000455373	6
1000735984	6
1000745690	6
1000792545	6
1000735991	6
1000794939	6
9904013265	48
9904013365	6
1000735419	6
1000795136	6
1000795438	6
1000797679	6
1000802403	6
1000455395	5
1000713441	5
1000719149	5
1000745149	5
1000775198	5
1000775202	5
4010003072	5
1000738701	5
1000775191	5
1000787221	5
1000793089	5
1000800220	5
9904013008	5
1000455375	5
1000730687	5
1000745691	5
1000769065	5
1000775194	5
1000775200	5
1000738652	5
1002002153	5
1010000108	5
9904013101	5
9904012580	5
1000802405	4
9904013380	4
1000753312	4
1000773121	4
1000784275	4
1000791568	4
9904013385	4
9904013362	4
1000735420	4
1000752943	4
1000755870	4
1000773359	4
1000796382	4
1000797636	4
9904013147	4
1000743867	4
1000744003	4
1000748667	4
1000759526	4
1000767110	4
1000769064	4
1000774960	4
1000796757	4
1000797157	4
1010005162	4
9904013389	4
1000763666	4
1000737302	3
1000767729	3
1000809157	3
9904013331	3
1000455402	3
1000789637	3
1000809121	3
9904013046	3
9904013242	3
9904013177	3
1000755859	3
1000756544	3
1000759240	3
1000759540	3
1000765293	3
1000792476	3
1000794938	3
1000796756	3
1000804654	3
6010005023	3
9904013178	3
1000719309	3
1000730688	3
1000764836	3
1000765530	3
1000773167	3
1000779462	3
1000789957	3
9904013249	3
9904012238	3
9904013334	3
1000455368	2
1000455403	2
1000747715	2
1000755880	2
1000759250	2
1000768161	2
1000782673	2
1000786322	2
1000786477	2
1000792544	2
9904013130	2
9904013351	2
1000745703	2
1000752962	2
1000753315	2
1000755868	2
1000764839	2
1000765846	2
1000769002	2
1000793065	2
1000800217	2
1000800733	2
1000455397	2
1000718264	2
1000718639	2
1000731246	2
1000735415	2
1000764841	2
1000768163	2
1000800221	2
1010018004	2
9904013367	2
9904013280	2
9904013281	2
9904013151	2
1000719150	2
1000735975	2
1000738703	2
1000761942	2
1000761945	2
1000765254	2
1000765331	2
1000767730	2
1000775942	2
1000781743	2
1000786323	2
9904013368	2
9904013131	2
9904013333	2
9904013340	2
9904013342	2
9904013381	2
1000455401	1
1000718242	1
1000721743	1
1000722833	1
1000723832	1
1000730689	1
1000732260	1
1000732262	1
1000735634	1
1000743503	1
1000745706	1
1000747921	1
1000764838	1
1000768159	1
1000770923	1
1000770924	1
1000775939	1
1000775940	1
1000782763	1
1000800215	1
1000804466	1
1010003004	1
9904013102	1
9904013104	1
1000723504	1
1000723506	1
1000731252	1
1000735416	1
1000735681	1
1000735976	1
1000738700	1
1000738706	1
1000738707	1
1000744543	1
1000747904	1
1000755867	1
1000761944	1
1000762300	1
1000765330	1
1000765372	1
1000778963	1
1000779629	1
1000805114	1
9904013393	1
9904012889	1
9904012890	1
6010009023	1
1000455394	1
1000713440	1
1000718646	1
1000723503	1
1000731147	1
1000731154	1
1000731155	1
1000731158	1
1000731225	1
1000732266	1
1000735094	1
1000735102	1
1000735106	1
1000735630	1
1000735996	1
1000736009	1
1000737933	1
1000745141	1
1000754028	1
1000757712	1
1000769003	1
1000771927	1
1000773166	1
1000775192	1
1000789751	1
1000800218	1
1010009004	1
1010017146	1
9904013273	1
9904012998	1
9904013387	1
9904013395	1
9904012239	1
1000455393	1
1000455398	1
1000713439	1
1000718636	1
1000722832	1
1000723697	1
1000724413	1
1000725548	1
1000730560	1
1000730574	1
1000731143	1
1000731157	1
1000731160	1
1000731226	1
1000731235	1
1000735079	1
1000735109	1
1000735111	1
1000735678	1
1000735981	1
1000735994	1
1000736217	1
1000747716	1
1000753865	1
1000753866	1
1000757229	1
1000761446	1
1000764837	1
1000765250	1
1000765501	1
1000768164	1
1000769680	1
1000773165	1
1000773168	1
1000775932	1
1000775943	1
1000779632	1
1000781744	1
1000781745	1
1000787067	1
1000787074	1
1000789752	1
1000794298	1
1000800205	1
1000804430	1
9904012643	1
9904013311	1
6010020023	1
9904013388	1
9904013392	1
9904013133	1
9904013251	1
9904013396	1
9904013162	1
9904013079	1
